"Make Id","Make Name","Model Id","Model Name","Trim Id","Trim Year","Trim Name","Trim Description","Trim Msrp","Trim Invoice","Trim Created","Trim Modified","Engine Id","Engine Type","Engine Fuel Type","Engine Cylinders","Engine Size","Engine Horsepower Hp","Engine Horsepower Rpm","Engine Torque Ft Lbs","Engine Torque Rpm","Engine Valves","Engine Valve Timing","Engine Cam Type","Engine Drive Type","Engine Transmission","Body Id","Body Type","Body Doors","Body Seats","Body Length","Body Width","Body Height","Body Wheel Base","Body Front Track","Body Rear Track","Body Ground Clearance","Body Cargo Capacity","Body Max Cargo Capacity","Body Curb Weight","Body Gross Weight","Body Max Payload","Body Max Towing Capacity","Mileage Id","Mileage Fuel Tank Capacity","Mileage Combined Mpg","Mileage Epa City Mpg","Mileage Epa Highway Mpg","Mileage Range City","Mileage Range Highway","Mileage Epa Combined Mpg Electric","Mileage Epa City Mpg Electric","Mileage Epa Highway Mpg Electric","Mileage Range Electric","Mileage Epa Kwh 100 Mi Electric","Mileage Epa Time To Charge Hr 240v Electric","Mileage Battery Capacity Electric"
1,Acura,100,TLX,6327,2020,A-Spec,"A-Spec 4dr Sedan (2.4L 4cyl 8AM)",39400,37406,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6327,gas,"premium unleaded (recommended)",I4,2.4,206,6800,182,4500,16,Variable,"Double overhead cam (DOHC)","front wheel drive","8-speed automated manual",6327,Sedan,4,5,191.0,73.0,57.0,109.3,,,5.8,14.3,,3548,,,,6327,17.2,26,23,32,3956,5504,,,,,,,
1,Acura,100,TLX,6320,2020,Base,"4dr Sedan (2.4L 4cyl 8AM)",33000,31343,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6320,gas,"premium unleaded (recommended)",I4,2.4,206,6800,182,4500,16,Variable,"Double overhead cam (DOHC)","front wheel drive","8-speed automated manual",6320,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.8,14.3,,3505,,,,6320,17.2,27,23,33,3956,5676,,,,,,,
1,Acura,100,TLX,6323,2020,Base,"4dr Sedan w/Technology Package (3.5L 6cyl 9A)",40100,38069,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6323,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","front wheel drive","9-speed shiftable automatic",6323,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,3640,,,,6323,17.2,24,20,31,3440,5332,,,,,,,
1,Acura,100,TLX,6322,2020,Base,"4dr Sedan w/Technology Package (2.4L 4cyl 8AM)",36700,34848,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6322,gas,"premium unleaded (recommended)",I4,2.4,206,6800,182,4500,16,Variable,"Double overhead cam (DOHC)","front wheel drive","8-speed automated manual",6322,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.8,14.3,,3508,,,,6322,17.2,27,23,33,3956,5676,,,,,,,
1,Acura,100,TLX,6321,2020,Base,"4dr Sedan (3.5L 6cyl 9A)",36200,34374,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6321,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","front wheel drive","9-speed shiftable automatic",6321,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,3616,,,,6321,17.2,24,20,31,3440,5332,,,,,,,
1,Acura,100,TLX,6324,2020,SH-AWD,"SH-AWD 4dr Sedan AWD (3.5L 6cyl 9A)",38200,36269,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6324,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6324,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,3765,,,,6324,17.2,23,20,29,3440,4988,,,,,,,
1,Acura,100,TLX,6325,2020,SH-AWD,"SH-AWD 4dr Sedan AWD w/Technology Package (3.5L 6cyl 9A)",42100,39963,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6325,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6325,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,3788,,,,6325,17.2,23,20,29,3440,4988,,,,,,,
1,Acura,100,TLX,6326,2020,SH-AWD,"SH-AWD 4dr Sedan AWD w/Advance Package (3.5L 6cyl 9A)",45950,43610,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6326,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6326,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,3812,,,,6326,17.2,23,20,29,3440,4988,,,,,,,
1,Acura,100,TLX,6331,2020,"SH-AWD A-Spec","SH-AWD A-Spec 4dr Sedan AWD (3.5L 6cyl 9A)",44800,42521,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6331,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6331,Sedan,4,5,191.0,73.0,57.0,109.3,,,5.9,14.3,,3838,,,,6331,17.2,23,20,29,3440,4988,,,,,,,
1,Acura,100,TLX,6332,2020,"SH-AWD A-Spec","SH-AWD A-Spec 4dr Sedan AWD w/Red Leather (3.5L 6cyl 9A)",44800,42521,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6332,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6332,Sedan,4,5,191.0,73.0,57.0,109.3,,,5.9,14.3,,3838,,,,6332,17.2,23,20,29,3440,4988,,,,,,,
1,Acura,100,TLX,6333,2020,"SH-AWD PMC Edition","SH-AWD PMC Edition 4dr Sedan AWD (3.5L 6cyl 9A)",48950,46452,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6333,gas,"premium unleaded (recommended)",V6,3.5,290,6200,267,4500,24,Variable,"Single overhead cam (SOHC)","all wheel drive","9-speed shiftable automatic",6333,Sedan,4,5,190.7,73.0,57.0,109.3,,,5.9,14.3,,,,,,6333,17.2,23,20,29,3440,4988,,,,,,,
24,"Alfa Romeo",422,4C,6334,2020,Spider,"Spider 2dr Coupe (1.7L 4cyl Turbo 6AM)",67150,64646,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6334,gas,"premium unleaded (required)",I4,1.7,237,6000,258,2200,16,Variable,"Double overhead cam (DOHC)","rear wheel drive","6-speed automated manual",6334,Coupe,2,2,157.0,73.5,46.7,93.7,,,4.4,3.7,3.7,2487,2840,,,6334,10.5,28,24,34,2520,3570,,,,,,,
24,"Alfa Romeo",101,Giulia,6336,2020,Base,"4dr Sedan AWD (2.0L 4cyl Turbo 8A)",41400,39303,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6336,gas,"premium unleaded (required)",I4,2.0,280,5200,306,2000,16,Variable,"Single overhead cam (SOHC)","all wheel drive","8-speed shiftable automatic",6336,Sedan,4,5,182.8,73.2,56.5,111.0,,,,,,3622,4723,,905,6336,15.3,26,23,31,3519,4743,,,,,,,
24,"Alfa Romeo",101,Giulia,6335,2020,Base,"4dr Sedan (2.0L 4cyl Turbo 8A)",39400,37463,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6335,gas,"premium unleaded (required)",I4,2.0,280,5200,306,2000,16,Variable,"Single overhead cam (SOHC)","rear wheel drive","8-speed shiftable automatic",6335,Sedan,4,5,182.8,73.2,56.5,111.0,,,,,,3522,4612,,905,6335,15.3,27,24,33,3672,5049,,,,,,,
24,"Alfa Romeo",101,Giulia,6347,2020,Quadrifoglio,"Quadrifoglio 4dr Sedan (2.9L 6cyl Turbo 8A)",74500,69755,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6347,gas,"premium unleaded (required)",V6,2.9,505,6500,443,2500,24,Variable,"Double overhead cam (DOHC)","rear wheel drive","8-speed shiftable automatic",6347,Sedan,4,5,182.6,73.8,56.1,111.0,,,,,,3820,4774,,905,6347,15.3,20,17,25,2601,3825,,,,,,,
24,"Alfa Romeo",101,Giulia,6338,2020,Sport,"Sport 4dr Sedan AWD (2.0L 4cyl Turbo 8A)",42850,40623,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6338,gas,"premium unleaded (required)",I4,2.0,280,5200,306,2000,16,Variable,"Single overhead cam (SOHC)","all wheel drive","8-speed shiftable automatic",6338,Sedan,4,5,182.8,73.2,56.5,111.0,,,,,,3622,4723,,905,6338,15.3,26,23,31,3519,4743,,,,,,,
24,"Alfa Romeo",101,Giulia,6337,2020,Sport,"Sport 4dr Sedan (2.0L 4cyl Turbo 8A)",40850,38783,"6/29/23, 8:59 PM","6/29/23, 8:59 PM",6337,gas,"premium unleaded (required)",I4,2.0,280,5200,306,2000,16,Variable,"Single overhead cam (SOHC)","rear wheel drive","8-speed shiftable automatic",6337,Sedan,4,5,182.8,73.2,56.5,111.0,,,,,,3522,4612,,905,6337,15.3,27,24,33,3672,5049,,,,,,,
